country_txt,alpha_3_code,iyear,latitude,longitude,DistributionAddress,num_killed,num_attacked,csn_adults,csn_seniors
Hanson Place United Methodist Church (PFTH),83866,2010,40.6854398,-73.9776478,144 St. Felix Street,0,0,0,0
St. Gabriel's (PFTH),81860,2002,40.761303,-73.87147,26-26 98th Street,0,0,0,0
St. Gabriel's (PFTH),81860,2003,40.761303,-73.87147,26-26 98th Street,0,0,0,0
St. Gabriel's (PFTH),81860,2004,40.761303,-73.87147,26-26 98th Street,0,0,0,0
St. Teresa Of Liseux Church - PFTH,83437,2002,40.7372998,-73.9210413,50-20 45th Street,0,0,0,0
St. Teresa Of Liseux Church - PFTH,83437,2003,40.7372998,-73.9210413,50-20 45th Street,322,0,322,0
St. Teresa Of Liseux Church - PFTH,83437,2004,40.7372998,-73.9210413,50-20 45th Street,1764,0,1764,0
St. Teresa Of Liseux Church - PFTH,83437,2005,40.7372998,-73.9210413,50-20 45th Street,504,0,504,0
St. Teresa Of Liseux Church - PFTH,83437,2006,40.7372998,-73.9210413,50-20 45th Street,868,0,868,0
St. Teresa Of Liseux Church - PFTH,83437,2007,40.7372998,-73.9210413,50-20 45th Street,588,0,588,0
St. Teresa Of Liseux Church - PFTH,83437,2008,40.7372998,-73.9210413,50-20 45th Street,0,0,0,0
St. Teresa Of Liseux Church - PFTH,83437,2009,40.7372998,-73.9210413,50-20 45th Street,0,0,0,0
St. Teresa Of Liseux Church - PFTH,83437,2010,40.7372998,-73.9210413,50-20 45th Street,0,0,0,0
New Beginnings Outreach Ministries,83782,2002,40.8114255,-73.920886,350 Willis Avenue,0,0,0,0
New Beginnings Outreach Ministries,83782,2003,40.8114255,-73.920886,350 Willis Avenue,0,0,0,0
Fr. Crevan Soup Kitchen,82193,2002,40.8259482,-73.9377624,276 West 151st Street,764,389,308,67
Fr. Crevan Soup Kitchen,82193,2003,40.8259482,-73.9377624,276 West 151st Street,0,0,0,0
Flatbush Reformed Church,83421,2002,40.6501314,-73.9590038,890 Flatbush Avenue,208,24,99,85
Flatbush Reformed Church,83421,2003,40.6501314,-73.9590038,890 Flatbush Avenue,3373,540,1739,1094
Flatbush Reformed Church,83421,2004,40.6501314,-73.9590038,890 Flatbush Avenue,2746,303,1532,911
Flatbush Reformed Church,83421,2005,40.6501314,-73.9590038,890 Flatbush Avenue,2475,276,1443,756
Flatbush Reformed Church,83421,2006,40.6501314,-73.9590038,890 Flatbush Avenue,1699,176,1051,472
Flatbush Reformed Church,83421,2007,40.6501314,-73.9590038,890 Flatbush Avenue,2045,89,1495,461
Flatbush Reformed Church,83421,2008,40.6501314,-73.9590038,890 Flatbush Avenue,2304,297,1650,357
Flatbush Reformed Church,83421,2009,40.6501314,-73.9590038,890 Flatbush Avenue,1957,63,1490,404
Flatbush Reformed Church,83421,2010,40.6501314,-73.9590038,890 Flatbush Avenue,0,0,0,0
Flatbush Reformed Church,83421,2011,40.6501314,-73.9590038,890 Flatbush Avenue,0,0,0,0
Child Memorial Temple C.O.G.I.C.,81354,2002,40.8266286,-73.9463025,1763 Amsterdam Avenue,2345,1082,970,293
Child Memorial Temple C.O.G.I.C.,81354,2007,40.8266286,-73.9463025,1763 Amsterdam Avenue,888,25,689,174
Highway & Hedges Church Of God,81496,2002,40.668735,-73.903454,237 Powell Street,0,0,0,0
Highway & Hedges Church Of God,81496,2003,40.668735,-73.903454,237 Powell Street,1168,530,523,115
Springfield Baptist Church,82144,2002,40.8054878,-73.9472756,227 Lenox Avenue,422,26,390,6
Springfield Baptist Church,82144,2003,40.8054878,-73.9472756,227 Lenox Avenue,9972,294,8542,1136
Springfield Baptist Church,82144,2004,40.8054878,-73.9472756,227 Lenox Avenue,18818,232,18217,369
Springfield Baptist Church,82144,2005,40.8054878,-73.9472756,227 Lenox Avenue,6206,133,5228,845
Springfield Baptist Church,82144,2006,40.8054878,-73.9472756,227 Lenox Avenue,3288,63,2989,236
Springfield Baptist Church,82144,2007,40.8054878,-73.9472756,227 Lenox Avenue,3250,136,2714,400
Springfield Baptist Church,82144,2008,40.8054878,-73.9472756,227 Lenox Avenue,6231,209,5402,620
Springfield Baptist Church,82144,2009,40.8054878,-73.9472756,227 Lenox Avenue,117,2,99,16
Jackson Heights Kehilla,80923,2002,40.7548896,-73.8764766,33-47 91st Street,41,10,20,11
Jackson Heights Kehilla,80923,2003,40.7548896,-73.8764766,33-47 91st Street,153,14,65,74
Jackson Heights Kehilla,80923,2004,40.7548896,-73.8764766,33-47 91st Street,330,29,98,203
Jackson Heights Kehilla,80923,2005,40.7548896,-73.8764766,33-47 91st Street,1108,190,355,563
Jackson Heights Kehilla,80923,2006,40.7548896,-73.8764766,33-47 91st Street,698,11,265,422
Jackson Heights Kehilla,80923,2007,40.7548896,-73.8764766,33-47 91st Street,714,74,123,517
Jackson Heights Kehilla,80923,2008,40.7548896,-73.8764766,33-47 91st Street,532,73,106,353
Jackson Heights Kehilla,80923,2009,40.7548896,-73.8764766,33-47 91st Street,523,194,130,199
Safe Horizon - Washington Heights Community Office,81954,2003,40.8461906,-73.9398273,336 Fort Washington Avenue,162,120,42,0
Safe Horizon - Washington Heights Community Office,81954,2004,40.8461906,-73.9398273,336 Fort Washington Avenue,0,0,0,0
Safe Horizon - Washington Heights Community Office,81954,2005,40.8461906,-73.9398273,336 Fort Washington Avenue,0,0,0,0
Safe Horizon - Washington Heights Community Office,81954,2006,40.8461906,-73.9398273,336 Fort Washington Avenue,0,0,0,0
Safe Horizon - Washington Heights Community Office,81954,2007,40.8461906,-73.9398273,336 Fort Washington Avenue,0,0,0,0
Safe Horizon - Washington Heights Community Office,81954,2008,40.8461906,-73.9398273,336 Fort Washington Avenue,0,0,0,0
Safe Horizon - Kingsbridge Community Office,80088,2003,40.863398,-73.8960567,2530 Grand Concourse,65,32,33,0
Safe Horizon - Kingsbridge Community Office,80088,2004,40.863398,-73.8960567,2530 Grand Concourse,108,60,48,0
Safe Horizon - Kingsbridge Community Office,80088,2005,40.863398,-73.8960567,2530 Grand Concourse,122,66,56,0
Safe Horizon - Kingsbridge Community Office,80088,2006,40.863398,-73.8960567,2530 Grand Concourse,65,39,26,0
Safe Horizon - Kingsbridge Community Office,80088,2007,40.863398,-73.8960567,2530 Grand Concourse,84,42,42,0
Safe Horizon - Kingsbridge Community Office,80088,2008,40.863398,-73.8960567,2530 Grand Concourse,303,169,134,0
Safe Horizon - Kingsbridge Community Office,80088,2009,40.863398,-73.8960567,2530 Grand Concourse,261,130,131,0
Safe Horizon - Kingsbridge Community Office,80088,2010,40.863398,-73.8960567,2530 Grand Concourse,278,142,136,0
Safe Horizon - Kingsbridge Community Office,80088,2011,40.863398,-73.8960567,2530 Grand Concourse,188,97,91,0
Mt. Zion African Methodist Episcopal Church,80667,2003,40.7996973,-73.9447259,1765 Madison Avenue,2753,697,1312,744
Mt. Zion African Methodist Episcopal Church,80667,2004,40.7996973,-73.9447259,1765 Madison Avenue,3375,840,1414,1121
Mt. Zion African Methodist Episcopal Church,80667,2005,40.7996973,-73.9447259,1765 Madison Avenue,3234,638,1277,1319
Mt. Zion African Methodist Episcopal Church,80667,2006,40.7996973,-73.9447259,1765 Madison Avenue,3282,435,1576,1271
Mt. Zion African Methodist Episcopal Church,80667,2007,40.7996973,-73.9447259,1765 Madison Avenue,2952,494,1372,1086
Mt. Zion African Methodist Episcopal Church,80667,2008,40.7996973,-73.9447259,1765 Madison Avenue,3816,759,1630,1427
Mt. Zion African Methodist Episcopal Church,80667,2009,40.7996973,-73.9447259,1765 Madison Avenue,4318,862,1835,1621
Mt. Zion African Methodist Episcopal Church,80667,2010,40.7996973,-73.9447259,1765 Madison Avenue,4450,1091,1828,1531
Mt. Zion African Methodist Episcopal Church,80667,2011,40.7996973,-73.9447259,1765 Madison Avenue,4605,1108,1839,1658
Mt. Zion African Methodist Episcopal Church,80667,2012,40.7996973,-73.9447259,1765 Madison Avenue,4546,1129,1682,1735
Mt. Zion African Methodist Episcopal Church,80667,2013,40.7996973,-73.9447259,1765 Madison Avenue,4684,1150,1752,1782
Mt. Zion African Methodist Episcopal Church,80667,2014,40.7996973,-73.9447259,1765 Madison Avenue,4824,1144,1860,1820
Mt. Zion African Methodist Episcopal Church,80667,2015,40.7996973,-73.9447259,1765 Madison Avenue,4273,933,1891,1449
Mt. Zion African Methodist Episcopal Church,80667,2016,40.7996973,-73.9447259,1765 Madison Avenue,4242,768,2070,1404
Mt. Zion African Methodist Episcopal Church,80667,2017,40.7996973,-73.9447259,1765 Madison Avenue,2851,607,1224,1020
First Corinthian Baptist Church,84108,2003,40.8031896,-73.953161,1912 Adam Clayton Powell Jr. B'lvd,1338,62,616,660
First Corinthian Baptist Church,84108,2004,40.8031896,-73.953161,1912 Adam Clayton Powell Jr. B'lvd,1147,86,481,580
First Corinthian Baptist Church,84108,2005,40.8031896,-73.953161,1912 Adam Clayton Powell Jr. B'lvd,5614,1465,2413,1736
First Corinthian Baptist Church,84108,2006,40.8031896,-73.953161,1912 Adam Clayton Powell Jr. B'lvd,5802,854,2682,2266
First Corinthian Baptist Church,84108,2007,40.8031896,-73.953161,1912 Adam Clayton Powell Jr. B'lvd,3951,444,1881,1626
First Corinthian Baptist Church,84108,2008,40.8031896,-73.953161,1912 Adam Clayton Powell Jr. B'lvd,5157,1081,2306,1770
First Corinthian Baptist Church,84108,2009,40.8031896,-73.953161,1912 Adam Clayton Powell Jr. B'lvd,6554,1721,3004,1829
First Corinthian Baptist Church,84108,2010,40.8031896,-73.953161,1912 Adam Clayton Powell Jr. B'lvd,6747,1758,3147,1842
First Corinthian Baptist Church,84108,2011,40.8031896,-73.953161,1912 Adam Clayton Powell Jr. B'lvd,7627,1981,3231,2415
First Corinthian Baptist Church,84108,2012,40.8031896,-73.953161,1912 Adam Clayton Powell Jr. B'lvd,9721,2547,4130,3044
First Corinthian Baptist Church,84108,2013,40.8031896,-73.953161,1912 Adam Clayton Powell Jr. B'lvd,14527,4468,5384,4675
First Corinthian Baptist Church,84108,2014,40.8031896,-73.953161,1912 Adam Clayton Powell Jr. B'lvd,11727,3128,4197,4402
First Corinthian Baptist Church,84108,2015,40.8031896,-73.953161,1912 Adam Clayton Powell Jr. B'lvd,13313,3847,4794,4672
First Corinthian Baptist Church,84108,2016,40.8031896,-73.953161,1912 Adam Clayton Powell Jr. B'lvd,10262,2997,3601,3664
First Corinthian Baptist Church,84108,2017,40.8031896,-73.953161,1912 Adam Clayton Powell Jr. B'lvd,8796,2561,3129,3106
Yeshivah Ohel Moshe,84138,2003,40.6057337,-73.9904865,7914 Bay Parkway,37816,25405,7073,5338
Yeshivah Ohel Moshe,84138,2004,40.6057337,-73.9904865,7914 Bay Parkway,31758,16685,9114,5959
Yeshivah Ohel Moshe,84138,2005,40.6057337,-73.9904865,7914 Bay Parkway,13122,8183,3239,1700
Yeshivah Ohel Moshe,84138,2006,40.6057337,-73.9904865,7914 Bay Parkway,17088,10945,4400,1743
Yeshivah Ohel Moshe,84138,2007,40.6057337,-73.9904865,7914 Bay Parkway,26684,15703,8665,2316
Yeshivah Ohel Moshe,84138,2008,40.6057337,-73.9904865,7914 Bay Parkway,26602,17130,7515,1957
Yeshivah Ohel Moshe,84138,2009,40.6057337,-73.9904865,7914 Bay Parkway,26890,17595,7405,1890
Yeshivah Ohel Moshe,84138,2010,40.6057337,-73.9904865,7914 Bay Parkway,18200,11915,5060,1225
Yeshivah Ohel Moshe,84138,2011,40.6057337,-73.9904865,7914 Bay Parkway,30171,22645,5845,1681
Yeshivah Ohel Moshe,84138,2012,40.6057337,-73.9904865,7914 Bay Parkway,21481,16700,3895,886
Yeshivah Ohel Moshe,84138,2013,40.6057337,-73.9904865,7914 Bay Parkway,23299,19150,3578,571
Yeshivah Ohel Moshe,84138,2014,40.6057337,-73.9904865,7914 Bay Parkway,13771,11118,2417,236
Yeshivah Ohel Moshe,84138,2015,40.6057337,-73.9904865,7914 Bay Parkway,11284,8654,2230,400
Yeshivah Ohel Moshe,84138,2016,40.6057337,-73.9904865,7914 Bay Parkway,0,0,0,0
Blanche Memorial CHURCH,84140,2003,40.6900011,-73.7971063,109-74 Supthin Boulevard,24854,9445,11716,3693
Blanche Memorial CHURCH,84140,2004,40.6900011,-73.7971063,109-74 Supthin Boulevard,36429,12372,17020,7037
Blanche Memorial CHURCH,84140,2005,40.6900011,-73.7971063,109-74 Supthin Boulevard,28488,10088,13351,5049
Blanche Memorial CHURCH,84140,2006,40.6900011,-73.7971063,109-74 Supthin Boulevard,34341,12330,16210,5801
Blanche Memorial CHURCH,84140,2007,40.6900011,-73.7971063,109-74 Supthin Boulevard,25108,8585,10515,6008
Blanche Memorial CHURCH,84140,2008,40.6900011,-73.7971063,109-74 Supthin Boulevard,12897,4983,6068,1846
Blanche Memorial CHURCH,84140,2009,40.6900011,-73.7971063,109-74 Supthin Boulevard,41108,15769,20467,4872
Blanche Memorial CHURCH,84140,2010,40.6900011,-73.7971063,109-74 Supthin Boulevard,45806,17363,22984,5459
Blanche Memorial CHURCH,84140,2011,40.6900011,-73.7971063,109-74 Supthin Boulevard,40846,15295,20749,4802
Blanche Memorial CHURCH,84140,2012,40.6900011,-73.7971063,109-74 Supthin Boulevard,29789,11542,15080,3167
Blanche Memorial CHURCH,84140,2013,40.6900011,-73.7971063,109-74 Supthin Boulevard,33876,13532,16985,3359
Blanche Memorial CHURCH,84140,2014,40.6900011,-73.7971063,109-74 Supthin Boulevard,24375,9586,12283,2506
Blanche Memorial CHURCH,84140,2015,40.6900011,-73.7971063,109-74 Supthin Boulevard,23523,8699,12194,2630
Blanche Memorial CHURCH,84140,2016,40.6900011,-73.7971063,109-74 Supthin Boulevard,16641,5846,8558,2237
Blanche Memorial CHURCH,84140,2017,40.6900011,-73.7971063,109-74 Supthin Boulevard,16276,5904,7690,2682
Christian Cultural Center,84221,2003,40.654135,-73.908199,1400 Linden Boulevard,17502,7487,6468,3547
Christian Cultural Center,84221,2004,40.654135,-73.908199,1400 Linden Boulevard,31081,13021,13538,4522
Christian Cultural Center,84221,2005,40.654135,-73.908199,1400 Linden Boulevard,31928,13111,13726,5091
Christian Cultural Center,84221,2006,40.654135,-73.908199,1400 Linden Boulevard,27741,10619,11737,5385
Christian Cultural Center,84221,2007,40.654135,-73.908199,1400 Linden Boulevard,24064,7950,11243,4871
Christian Cultural Center,84221,2008,40.654135,-73.908199,1400 Linden Boulevard,24851,9689,9997,5165
Christian Cultural Center,84221,2009,40.654135,-73.908199,1400 Linden Boulevard,31938,13036,12616,6286
Christian Cultural Center,84221,2010,40.654135,-73.908199,1400 Linden Boulevard,31741,12220,13856,5665
Christian Cultural Center,84221,2011,40.654135,-73.908199,1400 Linden Boulevard,34826,13609,15054,6163
Christian Cultural Center,84221,2012,40.654135,-73.908199,1400 Linden Boulevard,23043,8985,10157,3901
Christian Cultural Center,84221,2013,40.654135,-73.908199,1400 Linden Boulevard,26190,10249,11230,4711
Christian Cultural Center,84221,2014,40.654135,-73.908199,1400 Linden Boulevard,19211,7437,8431,3343
Christian Cultural Center,84221,2015,40.654135,-73.908199,1400 Linden Boulevard,19959,7812,8911,3236
Christian Cultural Center,84221,2016,40.654135,-73.908199,1400 Linden Boulevard,26365,10567,11361,4437
Christian Cultural Center,84221,2017,40.654135,-73.908199,1400 Linden Boulevard,22349,8654,9366,4329
Hillside House,82005,2003,40.7072408,-73.7981285,163-03 89th Avenue,47,27,20,0
Hillside House,82005,2004,40.7072408,-73.7981285,163-03 89th Avenue,48,26,22,0
Hillside House,82005,2005,40.7072408,-73.7981285,163-03 89th Avenue,37,21,16,0
Hillside House,82005,2006,40.7072408,-73.7981285,163-03 89th Avenue,13,6,7,0
Hillside House,82005,2007,40.7072408,-73.7981285,163-03 89th Avenue,226,190,36,0
Hillside House,82005,2008,40.7072408,-73.7981285,163-03 89th Avenue,56,30,26,0
Hillside House,82005,2009,40.7072408,-73.7981285,163-03 89th Avenue,26,14,12,0
Hillside House,82005,2010,40.7072408,-73.7981285,163-03 89th Avenue,11,6,5,0
Hillside House,82005,2011,40.7072408,-73.7981285,163-03 89th Avenue,288,288,0,0
Hillside House,82005,2012,40.7072408,-73.7981285,163-03 89th Avenue,557,536,21,0
Hillside House,82005,2013,40.7072408,-73.7981285,163-03 89th Avenue,2162,2001,161,0
Hillside House,82005,2014,40.7072408,-73.7981285,163-03 89th Avenue,1357,1174,183,0
Hillside House,82005,2015,40.7072408,-73.7981285,163-03 89th Avenue,615,504,111,0
Emmaus S.D.A. Church,81504,2003,40.6423743,-73.957879,1144 Flatbush Avenue,360,0,360,0
Emmaus S.D.A. Church,81504,2004,40.6423743,-73.957879,1144 Flatbush Avenue,0,0,0,0
Emmaus S.D.A. Church,81504,2007,40.6423743,-73.957879,1144 Flatbush Avenue,455,167,219,69
Safe Horizon - Claremont Community Office,80043,2003,40.8366027,-73.903141,1460 Washington Avenue,77,7,70,0
Safe Horizon - Claremont Community Office,80043,2004,40.8366027,-73.903141,1460 Washington Avenue,0,0,0,0
Safe Horizon - Claremont Community Office,80043,2005,40.8366027,-73.903141,1460 Washington Avenue,0,0,0,0
Safe Horizon - Claremont Community Office,80043,2006,40.8366027,-73.903141,1460 Washington Avenue,0,0,0,0
Safe Horizon - Claremont Community Office,80043,2007,40.8366027,-73.903141,1460 Washington Avenue,0,0,0,0
Safe Horizon - Claremont Community Office,80043,2008,40.8366027,-73.903141,1460 Washington Avenue,0,0,0,0
We Care Community Outreach/New Jerusalem Church,80105,2003,40.82242,-73.902866,786 East 163rd St.,7834,1964,3652,2218
We Care Community Outreach/New Jerusalem Church,80105,2004,40.82242,-73.902866,786 East 163rd St.,14041,3663,5575,4803
We Care Community Outreach/New Jerusalem Church,80105,2006,40.82242,-73.902866,786 East 163rd St.,14671,4123,5459,5089
We Care Community Outreach/New Jerusalem Church,80105,2007,40.82242,-73.902866,786 East 163rd St.,8511,2608,3346,2557
We Care Community Outreach/New Jerusalem Church,80105,2008,40.82242,-73.902866,786 East 163rd St.,7074,2669,2864,1541
We Care Community Outreach/New Jerusalem Church,80105,2013,40.82242,-73.902866,786 East 163rd St.,764,226,416,122
Godian Fellowship Food Center,80910,2003,40.6996642,-73.7931848,106-03 Guy R. Brewer Boulevard,18079,2199,14322,1558
Godian Fellowship Food Center,80910,2004,40.6996642,-73.7931848,106-03 Guy R. Brewer Boulevard,40280,20375,16788,3117
Godian Fellowship Food Center,80910,2005,40.6996642,-73.7931848,106-03 Guy R. Brewer Boulevard,41187,16962,21668,2557
Godian Fellowship Food Center,80910,2006,40.6996642,-73.7931848,106-03 Guy R. Brewer Boulevard,45767,16454,24231,5082
Godian Fellowship Food Center,80910,2007,40.6996642,-73.7931848,106-03 Guy R. Brewer Boulevard,33306,13195,16167,3944
Godian Fellowship Food Center,80910,2008,40.6996642,-73.7931848,106-03 Guy R. Brewer Boulevard,30,0,30,0
Godian Fellowship Food Center,80910,2009,40.6996642,-73.7931848,106-03 Guy R. Brewer Boulevard,2868,345,2473,50
Godian Fellowship Food Center,80910,2010,40.6996642,-73.7931848,106-03 Guy R. Brewer Boulevard,2710,81,2374,255
Godian Fellowship Food Center,80910,2011,40.6996642,-73.7931848,106-03 Guy R. Brewer Boulevard,430,0,430,0
Safe Horizon - Jackson Heights Community Office,81945,2003,40.7491292,-73.891424,74-09 37th Avenue,191,96,94,1
Safe Horizon - Jackson Heights Community Office,81945,2004,40.7491292,-73.891424,74-09 37th Avenue,196,116,78,2
Safe Horizon - Jackson Heights Community Office,81945,2005,40.7491292,-73.891424,74-09 37th Avenue,168,105,61,2
Safe Horizon - Jackson Heights Community Office,81945,2006,40.7491292,-73.891424,74-09 37th Avenue,131,66,50,15
Safe Horizon - Jackson Heights Community Office,81945,2007,40.7491292,-73.891424,74-09 37th Avenue,165,72,93,0
Safe Horizon - Jackson Heights Community Office,81945,2008,40.7491292,-73.891424,74-09 37th Avenue,370,213,157,0
Safe Horizon - Jackson Heights Community Office,81945,2009,40.7491292,-73.891424,74-09 37th Avenue,214,131,83,0
Safe Horizon - Jackson Heights Community Office,81945,2010,40.7491292,-73.891424,74-09 37th Avenue,193,99,94,0
Safe Horizon - Jackson Heights Community Office,81945,2011,40.7491292,-73.891424,74-09 37th Avenue,166,90,74,2
Temple Of Holiness,83339,2003,40.6506901,-73.9631194,27 East 18th Street,4785,2300,1620,865
Parkway Baptist Church,83349,2003,40.667829,-73.7369171,138-23 Brookville Boulevard,7605,2998,3044,1563
Parkway Baptist Church,83349,2004,40.667829,-73.7369171,138-23 Brookville Boulevard,7388,2878,3073,1437
Safe Horizon - Harlem Community Office,83892,2003,40.8087398,-73.948917,2090 7th Avenue,458,221,181,56
Safe Horizon - Harlem Community Office,83892,2004,40.8087398,-73.948917,2090 7th Avenue,397,247,149,1
Safe Horizon - Harlem Community Office,83892,2005,40.8087398,-73.948917,2090 7th Avenue,453,255,195,3
Safe Horizon - Harlem Community Office,83892,2006,40.8087398,-73.948917,2090 7th Avenue,175,84,61,30
Safe Horizon - Harlem Community Office,83892,2007,40.8087398,-73.948917,2090 7th Avenue,368,171,195,2
Safe Horizon - Harlem Community Office,83892,2008,40.8087398,-73.948917,2090 7th Avenue,268,155,110,3
Safe Horizon - Harlem Community Office,83892,2009,40.8087398,-73.948917,2090 7th Avenue,119,67,51,1
Safe Horizon - Harlem Community Office,83892,2010,40.8087398,-73.948917,2090 7th Avenue,210,111,98,1
Safe Horizon - Harlem Community Office,83892,2011,40.8087398,-73.948917,2090 7th Avenue,82,47,35,0
St. Paul Mercy & Grace Food Program,83903,2003,40.6819667,-73.9113519,41 Rockaway Avenue,17356,9953,7000,403
Christian Fellowship Life Center,84234,2003,40.693714,-73.973363,132 Carlton Ave.,14154,6404,6768,982
Christian Fellowship Life Center,84234,2004,40.693714,-73.973363,132 Carlton Ave.,8437,3532,3554,1351
Christian Fellowship Life Center,84234,2005,40.693714,-73.973363,132 Carlton Ave.,9682,4437,4326,919
Christian Fellowship Life Center,84234,2006,40.693714,-73.973363,132 Carlton Ave.,11203,4887,4956,1360
Christian Fellowship Life Center,84234,2007,40.693714,-73.973363,132 Carlton Ave.,3686,1499,1606,581
Christian Fellowship Life Center,84234,2008,40.693714,-73.973363,132 Carlton Ave.,11935,4769,5686,1480
Christian Fellowship Life Center,84234,2009,40.693714,-73.973363,132 Carlton Ave.,14506,6524,6297,1685
Christian Fellowship Life Center,84234,2010,40.693714,-73.973363,132 Carlton Ave.,14913,5935,6690,2288
Christian Fellowship Life Center,84234,2011,40.693714,-73.973363,132 Carlton Ave.,12967,5205,6146,1616
Christian Fellowship Life Center,84234,2012,40.693714,-73.973363,132 Carlton Ave.,9707,3917,4427,1363
Christian Fellowship Life Center,84234,2013,40.693714,-73.973363,132 Carlton Ave.,15215,5594,7008,2613
Christian Fellowship Life Center,84234,2014,40.693714,-73.973363,132 Carlton Ave.,10774,4071,5151,1552
Christian Fellowship Life Center,84234,2015,40.693714,-73.973363,132 Carlton Ave.,3327,1308,1724,295
Christian Fellowship Life Center,84234,2016,40.693714,-73.973363,132 Carlton Ave.,5324,1746,2513,1065
Christian Fellowship Life Center,84234,2017,40.693714,-73.973363,132 Carlton Ave.,2319,842,1158,319
Catholic Charities - Central Harlem Parish And Community Outreach,83883,2003,40.812675,-73.9400693,34 West 134th Street,2653,997,987,669
Catholic Charities - Central Harlem Parish And Community Outreach,83883,2004,40.812675,-73.9400693,34 West 134th Street,5130,2044,1816,1270
Catholic Charities - Central Harlem Parish And Community Outreach,83883,2005,40.812675,-73.9400693,34 West 134th Street,8871,3856,3335,1680
Catholic Charities - Central Harlem Parish And Community Outreach,83883,2006,40.812675,-73.9400693,34 West 134th Street,11272,5496,3882,1894
Catholic Charities - Central Harlem Parish And Community Outreach,83883,2007,40.812675,-73.9400693,34 West 134th Street,13173,5897,5062,2214
Catholic Charities - Central Harlem Parish And Community Outreach,83883,2008,40.812675,-73.9400693,34 West 134th Street,8227,2780,3511,1936
Catholic Charities - Central Harlem Parish And Community Outreach,83883,2009,40.812675,-73.9400693,34 West 134th Street,7236,2075,3090,2071
Catholic Charities - Central Harlem Parish And Community Outreach,83883,2010,40.812675,-73.9400693,34 West 134th Street,6007,1593,2461,1953
Catholic Charities - Central Harlem Parish And Community Outreach,83883,2011,40.812675,-73.9400693,34 West 134th Street,4486,856,1583,2047
Catholic Charities - Central Harlem Parish And Community Outreach,83883,2012,40.812675,-73.9400693,34 West 134th Street,5565,1257,2413,1895
Catholic Charities - Central Harlem Parish And Community Outreach,83883,2013,40.812675,-73.9400693,34 West 134th Street,7042,1617,2955,2470
Catholic Charities - Central Harlem Parish And Community Outreach,83883,2014,40.812675,-73.9400693,34 West 134th Street,7973,1584,3688,2701
Catholic Charities - Central Harlem Parish And Community Outreach,83883,2015,40.812675,-73.9400693,34 West 134th Street,8729,1838,4018,2873
Catholic Charities - Central Harlem Parish And Community Outreach,83883,2016,40.812675,-73.9400693,34 West 134th Street,10282,1836,4854,3592
Catholic Charities - Central Harlem Parish And Community Outreach,83883,2017,40.812675,-73.9400693,34 West 134th Street,4792,1207,2288,1297
Bronx Bible Church,84225,2003,40.832673,-73.8751,1326 Morrison Avenue,9859,4712,4169,978
Bronx Bible Church,84225,2004,40.832673,-73.8751,1326 Morrison Avenue,11686,5345,5867,474
Bronx Bible Church,84225,2005,40.832673,-73.8751,1326 Morrison Avenue,13276,5531,7288,457
Bronx Bible Church,84225,2006,40.832673,-73.8751,1326 Morrison Avenue,8379,3744,4201,434
Bronx Bible Church,84225,2007,40.832673,-73.8751,1326 Morrison Avenue,6794,2964,3592,238
Bronx Bible Church,84225,2008,40.832673,-73.8751,1326 Morrison Avenue,6687,2755,3701,231
Bronx Bible Church,84225,2009,40.832673,-73.8751,1326 Morrison Avenue,10795,4822,5768,205
Bronx Bible Church,84225,2010,40.832673,-73.8751,1326 Morrison Avenue,17998,8230,9565,203
Bronx Bible Church,84225,2011,40.832673,-73.8751,1326 Morrison Avenue,5516,2159,3291,66
Bronx Bible Church,84225,2012,40.832673,-73.8751,1326 Morrison Avenue,6246,2198,3944,104
Bronx Bible Church,84225,2013,40.832673,-73.8751,1326 Morrison Avenue,6797,2807,3868,122
Bronx Bible Church,84225,2014,40.832673,-73.8751,1326 Morrison Avenue,0,0,0,0
Bronx Bible Church,84225,2015,40.832673,-73.8751,1326 Morrison Avenue,2756,730,1911,115
Bronx Bible Church,84225,2016,40.832673,-73.8751,1326 Morrison Avenue,676,211,406,59
Bronx Bible Church,84225,2017,40.832673,-73.8751,1326 Morrison Avenue,1927,608,839,480
Rescue Ministry/Ministerio Rescate Inc.,84167,2003,40.6404635,-74.1325037,2083 Richmond Terrace,12524,4693,5841,1990
Rescue Ministry/Ministerio Rescate Inc.,84167,2004,40.6404635,-74.1325037,2083 Richmond Terrace,8626,2839,5013,774
Rescue Ministry/Ministerio Rescate Inc.,84167,2005,40.6404635,-74.1325037,2083 Richmond Terrace,16073,6094,9045,934
Rescue Ministry/Ministerio Rescate Inc.,84167,2006,40.6404635,-74.1325037,2083 Richmond Terrace,16867,6867,8970,1030
Rescue Ministry/Ministerio Rescate Inc.,84167,2007,40.6404635,-74.1325037,2083 Richmond Terrace,19191,7536,10531,1124
Rescue Ministry/Ministerio Rescate Inc.,84167,2008,40.6404635,-74.1325037,2083 Richmond Terrace,20157,5261,14213,683
Rescue Ministry/Ministerio Rescate Inc.,84167,2009,40.6404635,-74.1325037,2083 Richmond Terrace,22006,4856,16066,1084
Rescue Ministry/Ministerio Rescate Inc.,84167,2010,40.6404635,-74.1325037,2083 Richmond Terrace,21065,3552,16387,1126
Rescue Ministry/Ministerio Rescate Inc.,84167,2011,40.6404635,-74.1325037,2083 Richmond Terrace,18036,3150,13863,1023
