country_txt,alpha_3_code,iyear,latitude,longitude,DistributionAddress,num_killed,num_attacked,csn_adults,csn_seniors
Harlem Community Nutritional Service Agency,80596,2000,40.8082615,-73.9472409,132 West 125th Street,1125,1001,87,37
Harlem Community Nutritional Service Agency,80596,2002,40.8082615,-73.9472409,132 West 125th Street,16962,8373,6449,2140
Harlem Community Nutritional Service Agency,80596,2003,40.8082615,-73.9472409,132 West 125th Street,14960,7953,6260,747
Harlem Community Nutritional Service Agency,80596,2004,40.8082615,-73.9472409,132 West 125th Street,8602,2416,5150,1036
Harlem Community Nutritional Service Agency,80596,2005,40.8082615,-73.9472409,132 West 125th Street,2052,621,1043,388
Harlem Community Nutritional Service Agency,80596,2006,40.8082615,-73.9472409,132 West 125th Street,4902,2224,2267,411
Harlem Community Nutritional Service Agency,80596,2007,40.8082615,-73.9472409,132 West 125th Street,30909,26251,3938,720
Harlem Community Nutritional Service Agency,80596,2008,40.8082615,-73.9472409,132 West 125th Street,75693,38470,35862,1361
Harlem Community Nutritional Service Agency,80596,2009,40.8082615,-73.9472409,132 West 125th Street,20174,11441,6165,2568
Harlem Community Nutritional Service Agency,80596,2010,40.8082615,-73.9472409,132 West 125th Street,22691,13181,5749,3761
Harlem Community Nutritional Service Agency,80596,2011,40.8082615,-73.9472409,132 West 125th Street,28297,16321,7105,4871
Harlem Community Nutritional Service Agency,80596,2012,40.8082615,-73.9472409,132 West 125th Street,35232,18396,9304,7532
Harlem Community Nutritional Service Agency,80596,2013,40.8082615,-73.9472409,132 West 125th Street,45369,24096,12210,9063
Harlem Community Nutritional Service Agency,80596,2014,40.8082615,-73.9472409,132 West 125th Street,49095,28150,12842,8103
Harlem Community Nutritional Service Agency,80596,2015,40.8082615,-73.9472409,132 West 125th Street,47682,21705,15080,10897
Harlem Community Nutritional Service Agency,80596,2016,40.8082615,-73.9472409,132 West 125th Street,23232,9339,8836,5057
Harlem Community Nutritional Service Agency,80596,2017,40.8082615,-73.9472409,132 West 125th Street,18724,7340,6959,4425
"El Amanecer De La Esperanza Ministry, Inc.",82359,2001,40.8329413,-73.8681175,1769 East 172nd Street,20775,8419,10730,1626
"El Amanecer De La Esperanza Ministry, Inc.",82359,2002,40.8329413,-73.8681175,1769 East 172nd Street,25166,9707,12811,2648
"El Amanecer De La Esperanza Ministry, Inc.",82359,2003,40.8329413,-73.8681175,1769 East 172nd Street,32869,12856,16390,3623
"El Amanecer De La Esperanza Ministry, Inc.",82359,2004,40.8329413,-73.8681175,1769 East 172nd Street,35023,14108,17125,3790
"El Amanecer De La Esperanza Ministry, Inc.",82359,2005,40.8329413,-73.8681175,1769 East 172nd Street,34650,14411,15645,4594
"El Amanecer De La Esperanza Ministry, Inc.",82359,2006,40.8329413,-73.8681175,1769 East 172nd Street,33598,14132,14956,4510
"El Amanecer De La Esperanza Ministry, Inc.",82359,2007,40.8329413,-73.8681175,1769 East 172nd Street,35282,14957,16603,3722
"El Amanecer De La Esperanza Ministry, Inc.",82359,2008,40.8329413,-73.8681175,1769 East 172nd Street,44301,18296,20140,5865
"El Amanecer De La Esperanza Ministry, Inc.",82359,2009,40.8329413,-73.8681175,1769 East 172nd Street,47661,19363,22834,5464
"El Amanecer De La Esperanza Ministry, Inc.",82359,2010,40.8329413,-73.8681175,1769 East 172nd Street,42297,16938,21236,4123
"El Amanecer De La Esperanza Ministry, Inc.",82359,2011,40.8329413,-73.8681175,1769 East 172nd Street,42896,16284,21636,4976
"El Amanecer De La Esperanza Ministry, Inc.",82359,2012,40.8329413,-73.8681175,1769 East 172nd Street,38369,14455,18293,5621
"El Amanecer De La Esperanza Ministry, Inc.",82359,2013,40.8329413,-73.8681175,1769 East 172nd Street,36270,14263,17705,4302
"El Amanecer De La Esperanza Ministry, Inc.",82359,2014,40.8329413,-73.8681175,1769 East 172nd Street,36826,15084,19808,1934
"El Amanecer De La Esperanza Ministry, Inc.",82359,2015,40.8329413,-73.8681175,1769 East 172nd Street,31331,12958,17137,1236
"El Amanecer De La Esperanza Ministry, Inc.",82359,2016,40.8329413,-73.8681175,1769 East 172nd Street,29702,11786,16631,1285
"El Amanecer De La Esperanza Ministry, Inc.",82359,2017,40.8329413,-73.8681175,1769 East 172nd Street,25305,9838,14311,1156
Passion Ablaze Christian Ministries,85154,2001,40.847464,-73.895427,4228 3rd Avenue,6885,3060,2295,1530
Passion Ablaze Christian Ministries,85154,2009,40.847464,-73.895427,4228 3rd Avenue,9746,4744,3934,1068
Passion Ablaze Christian Ministries,85154,2010,40.847464,-73.895427,4228 3rd Avenue,43917,22128,14422,7367
Passion Ablaze Christian Ministries,85154,2011,40.847464,-73.895427,4228 3rd Avenue,61078,28624,20425,12029
Passion Ablaze Christian Ministries,85154,2012,40.847464,-73.895427,4228 3rd Avenue,63171,31050,20566,11555
Grand Central Neigborhood Social Services Corp.,82798,2001,40.745231,-73.9814615,120 East 32nd Street,14164,0,14164,0
Grand Central Neigborhood Social Services Corp.,82798,2002,40.745231,-73.9814615,120 East 32nd Street,175463,0,175463,0
Grand Central Neigborhood Social Services Corp.,82798,2003,40.745231,-73.9814615,120 East 32nd Street,195776,0,195776,0
Grand Central Neigborhood Social Services Corp.,82798,2004,40.745231,-73.9814615,120 East 32nd Street,186854,0,186854,0
Grand Central Neigborhood Social Services Corp.,82798,2005,40.745231,-73.9814615,120 East 32nd Street,167161,0,167161,0
Grand Central Neigborhood Social Services Corp.,82798,2006,40.745231,-73.9814615,120 East 32nd Street,136057,0,136057,0
Grand Central Neigborhood Social Services Corp.,82798,2007,40.745231,-73.9814615,120 East 32nd Street,93947,0,93947,0
Grand Central Neigborhood Social Services Corp.,82798,2008,40.745231,-73.9814615,120 East 32nd Street,112073,0,112073,0
Grand Central Neigborhood Social Services Corp.,82798,2009,40.745231,-73.9814615,120 East 32nd Street,106030,0,106030,0
Grand Central Neigborhood Social Services Corp.,82798,2010,40.745231,-73.9814615,120 East 32nd Street,88996,0,88996,0
Grand Central Neigborhood Social Services Corp.,82798,2011,40.745231,-73.9814615,120 East 32nd Street,97007,0,97007,0
Grand Central Neigborhood Social Services Corp.,82798,2012,40.745231,-73.9814615,120 East 32nd Street,81510,0,81510,0
Grand Central Neigborhood Social Services Corp.,82798,2013,40.745231,-73.9814615,120 East 32nd Street,74614,0,74614,0
Grand Central Neigborhood Social Services Corp.,82798,2014,40.745231,-73.9814615,120 East 32nd Street,71129,0,71129,0
Grand Central Neigborhood Social Services Corp.,82798,2015,40.745231,-73.9814615,120 East 32nd Street,60509,0,60509,0
Grand Central Neigborhood Social Services Corp.,82798,2016,40.745231,-73.9814615,120 East 32nd Street,70869,0,70869,0
Grand Central Neigborhood Social Services Corp.,82798,2017,40.745231,-73.9814615,120 East 32nd Street,51240,112,51128,0
"Mizpah Assemblies, Inc.",80321,2001,40.663937,-73.925689,69 East 95th Street,797,40,369,388
"Mizpah Assemblies, Inc.",80321,2002,40.663937,-73.925689,69 East 95th Street,3364,261,1592,1511
"Mizpah Assemblies, Inc.",80321,2003,40.663937,-73.925689,69 East 95th Street,8109,456,3655,3998
"Mizpah Assemblies, Inc.",80321,2004,40.663937,-73.925689,69 East 95th Street,8241,343,3732,4166
"Mizpah Assemblies, Inc.",80321,2005,40.663937,-73.925689,69 East 95th Street,8123,446,3582,4095
"Mizpah Assemblies, Inc.",80321,2006,40.663937,-73.925689,69 East 95th Street,7219,393,3321,3505
"Mizpah Assemblies, Inc.",80321,2007,40.663937,-73.925689,69 East 95th Street,5827,375,2765,2687
"Mizpah Assemblies, Inc.",80321,2008,40.663937,-73.925689,69 East 95th Street,7471,415,3324,3732
"Mizpah Assemblies, Inc.",80321,2009,40.663937,-73.925689,69 East 95th Street,5779,317,2605,2857
"Mizpah Assemblies, Inc.",80321,2010,40.663937,-73.925689,69 East 95th Street,6835,582,2702,3551
"Mizpah Assemblies, Inc.",80321,2011,40.663937,-73.925689,69 East 95th Street,11358,1013,4573,5772
"Mizpah Assemblies, Inc.",80321,2012,40.663937,-73.925689,69 East 95th Street,16005,1581,5540,8884
"Mizpah Assemblies, Inc.",80321,2013,40.663937,-73.925689,69 East 95th Street,16299,2906,8244,5149
"Mizpah Assemblies, Inc.",80321,2014,40.663937,-73.925689,69 East 95th Street,14626,4026,6150,4450
"Mizpah Assemblies, Inc.",80321,2015,40.663937,-73.925689,69 East 95th Street,70093,24845,31989,13259
"Mizpah Assemblies, Inc.",80321,2016,40.663937,-73.925689,69 East 95th Street,80500,30226,34958,15316
"Mizpah Assemblies, Inc.",80321,2017,40.663937,-73.925689,69 East 95th Street,3473,808,1613,1052
"Mizpah Assemblies, Inc.",81187,2001,40.663937,-73.925689,69 East 95th Street,497,29,204,264
"Mizpah Assemblies, Inc.",81187,2002,40.663937,-73.925689,69 East 95th Street,2932,210,1305,1417
"Mizpah Assemblies, Inc.",81187,2003,40.663937,-73.925689,69 East 95th Street,5994,351,2687,2956
"Mizpah Assemblies, Inc.",81187,2004,40.663937,-73.925689,69 East 95th Street,6018,293,2577,3148
"Mizpah Assemblies, Inc.",81187,2005,40.663937,-73.925689,69 East 95th Street,6432,402,2752,3278
"Mizpah Assemblies, Inc.",81187,2006,40.663937,-73.925689,69 East 95th Street,5599,305,2468,2826
"Mizpah Assemblies, Inc.",81187,2007,40.663937,-73.925689,69 East 95th Street,3808,217,1672,1919
"Mizpah Assemblies, Inc.",81187,2008,40.663937,-73.925689,69 East 95th Street,4450,310,2013,2127
"Mizpah Assemblies, Inc.",81187,2009,40.663937,-73.925689,69 East 95th Street,2590,254,995,1341
"Mizpah Assemblies, Inc.",81187,2010,40.663937,-73.925689,69 East 95th Street,4150,342,1698,2110
"Mizpah Assemblies, Inc.",81187,2011,40.663937,-73.925689,69 East 95th Street,6350,499,2446,3405
"Mizpah Assemblies, Inc.",81187,2012,40.663937,-73.925689,69 East 95th Street,8691,1000,3262,4429
"Mizpah Assemblies, Inc.",81187,2013,40.663937,-73.925689,69 East 95th Street,6300,873,3563,1864
"Mizpah Assemblies, Inc.",81187,2014,40.663937,-73.925689,69 East 95th Street,1826,215,1118,493
"My Brother's Keeper's Those Who Care, Inc.",84610,2001,40.626658,-73.941649,1770 Flatbush Ave,734,297,349,88
"My Brother's Keeper's Those Who Care, Inc.",84610,2004,40.626658,-73.941649,1770 Flatbush Ave,4603,1652,2813,138
"My Brother's Keeper's Those Who Care, Inc.",84610,2005,40.626658,-73.941649,1770 Flatbush Ave,13471,5220,7173,1078
"My Brother's Keeper's Those Who Care, Inc.",84610,2006,40.626658,-73.941649,1770 Flatbush Ave,19658,7307,9909,2442
"My Brother's Keeper's Those Who Care, Inc.",84610,2007,40.626658,-73.941649,1770 Flatbush Ave,23116,8700,12886,1530
"My Brother's Keeper's Those Who Care, Inc.",84610,2008,40.626658,-73.941649,1770 Flatbush Ave,3899,1424,2150,325
"My Brother's Keeper's Those Who Care, Inc.",84610,2011,40.626658,-73.941649,1770 Flatbush Ave,713,330,336,47
"My Brother's Keeper's Those Who Care, Inc.",84610,2012,40.626658,-73.941649,1770 Flatbush Ave,12893,5206,4922,2765
"My Brother's Keeper's Those Who Care, Inc.",84610,2013,40.626658,-73.941649,1770 Flatbush Ave,13908,5567,5594,2747
"My Brother's Keeper's Those Who Care, Inc.",84610,2014,40.626658,-73.941649,1770 Flatbush Ave,15058,5732,6483,2843
"My Brother's Keeper's Those Who Care, Inc.",84610,2015,40.626658,-73.941649,1770 Flatbush Ave,12479,4779,5177,2523
"My Brother's Keeper's Those Who Care, Inc.",84610,2016,40.626658,-73.941649,1770 Flatbush Ave,1960,780,869,311
Center For The Elimination Of Violence In The Family,81088,2001,40.6460409,-74.013864,362 51st Street,1350,900,450,0
Center For The Elimination Of Violence In The Family,81088,2002,40.6460409,-74.013864,362 51st Street,8242,5775,2467,0
Center For The Elimination Of Violence In The Family,81088,2003,40.6460409,-74.013864,362 51st Street,17512,12531,4981,0
Center For The Elimination Of Violence In The Family,81088,2004,40.6460409,-74.013864,362 51st Street,12438,9241,3197,0
C.A.D.V./Women's Survival Space,81089,2001,40.6460409,-74.013864,362 51st Street,3186,2226,960,0
C.A.D.V./Women's Survival Space,81089,2002,40.6460409,-74.013864,362 51st Street,20679,14568,6111,0
C.A.D.V./Women's Survival Space,81089,2003,40.6460409,-74.013864,362 51st Street,41841,29892,11949,0
C.A.D.V./Women's Survival Space,81089,2004,40.6460409,-74.013864,362 51st Street,37360,28470,8890,0
C.A.D.V./Women's Survival Space,81089,2005,40.6460409,-74.013864,362 51st Street,12368,8865,3503,0
C.A.D.V./Women's Survival Space,81089,2006,40.6460409,-74.013864,362 51st Street,7529,3971,3558,0
C.A.D.V./Women's Survival Space,81089,2007,40.6460409,-74.013864,362 51st Street,10751,6828,3923,0
C.A.D.V./Women's Survival Space,81089,2008,40.6460409,-74.013864,362 51st Street,12125,7708,4417,0
C.A.D.V./Women's Survival Space,81089,2009,40.6460409,-74.013864,362 51st Street,9874,6521,3353,0
C.A.D.V./Women's Survival Space,81089,2010,40.6460409,-74.013864,362 51st Street,11934,7788,3797,349
C.A.D.V./Women's Survival Space,81089,2011,40.6460409,-74.013864,362 51st Street,11734,7381,4353,0
C.A.D.V./Women's Survival Space,81089,2012,40.6460409,-74.013864,362 51st Street,11137,6454,4683,0
C.A.D.V./Women's Survival Space,81089,2013,40.6460409,-74.013864,362 51st Street,11816,7779,3714,323
C.A.D.V./Women's Survival Space,81089,2014,40.6460409,-74.013864,362 51st Street,11623,7327,3939,357
C.A.D.V./Women's Survival Space,81089,2015,40.6460409,-74.013864,362 51st Street,12305,8100,4205,0
C.A.D.V./Women's Survival Space,81089,2016,40.6460409,-74.013864,362 51st Street,14272,8536,5736,0
C.A.D.V./Women's Survival Space,81089,2017,40.6460409,-74.013864,362 51st Street,9374,6179,3195,0
Center For The Elimination Of Violence In The Family,82741,2001,40.6378408,-74.0106808,Confidential,229,157,72,0
Center For The Elimination Of Violence In The Family,82741,2002,40.6378408,-74.0106808,Confidential,1206,822,384,0
Center For The Elimination Of Violence In The Family,82741,2003,40.6378408,-74.0106808,Confidential,1477,992,485,0
"Brownsville Community Outreach Services, Inc",83677,2002,40.663965,-73.9057013,600 Mother Gaston Boulevard,2144,608,962,574
"Brownsville Community Outreach Services, Inc",83677,2003,40.663965,-73.9057013,600 Mother Gaston Boulevard,7935,3415,3576,944
"Brownsville Community Outreach Services, Inc",83677,2004,40.663965,-73.9057013,600 Mother Gaston Boulevard,18913,8793,8674,1446
"Brownsville Community Outreach Services, Inc",83677,2005,40.663965,-73.9057013,600 Mother Gaston Boulevard,18818,8616,8594,1608
"Brownsville Community Outreach Services, Inc",83677,2006,40.663965,-73.9057013,600 Mother Gaston Boulevard,14989,6735,6563,1691
"Brownsville Community Outreach Services, Inc",83677,2007,40.663965,-73.9057013,600 Mother Gaston Boulevard,10071,4485,4073,1513
"Christina Home Care Services, Inc./Food Pantry",83578,2002,40.687539,-73.822068,103-39 121ST STREET,24413,7023,9600,7790
"Christina Home Care Services, Inc./Food Pantry",83578,2003,40.687539,-73.822068,103-39 121ST STREET,19501,8974,6646,3881
"Christina Home Care Services, Inc./Food Pantry",83578,2004,40.687539,-73.822068,103-39 121ST STREET,27517,10633,9398,7486
"Christina Home Care Services, Inc./Food Pantry",83578,2005,40.687539,-73.822068,103-39 121ST STREET,25041,9217,9528,6296
"Christina Home Care Services, Inc./Food Pantry",83578,2006,40.687539,-73.822068,103-39 121ST STREET,42805,16145,15079,11581
"Christina Home Care Services, Inc./Food Pantry",83578,2007,40.687539,-73.822068,103-39 121ST STREET,36167,14958,12395,8814
"Christina Home Care Services, Inc./Food Pantry",83578,2008,40.687539,-73.822068,103-39 121ST STREET,48853,18781,16158,13914
"Christina Home Care Services, Inc./Food Pantry",83578,2009,40.687539,-73.822068,103-39 121ST STREET,58050,21873,17861,18316
"Christina Home Care Services, Inc./Food Pantry",83578,2010,40.687539,-73.822068,103-39 121ST STREET,48114,16663,15953,15498
"Christina Home Care Services, Inc./Food Pantry",83578,2011,40.687539,-73.822068,103-39 121ST STREET,43392,17643,17517,8232
"Christina Home Care Services, Inc./Food Pantry",83578,2012,40.687539,-73.822068,103-39 121ST STREET,35623,15390,14464,5769
"Christina Home Care Services, Inc./Food Pantry",83578,2013,40.687539,-73.822068,103-39 121ST STREET,40585,14938,15516,10131
"Christina Home Care Services, Inc./Food Pantry",83578,2014,40.687539,-73.822068,103-39 121ST STREET,40631,13416,15021,12194
"Christina Home Care Services, Inc./Food Pantry",83578,2015,40.687539,-73.822068,103-39 121ST STREET,18743,3085,7816,7842
"Christina Home Care Services, Inc./Food Pantry",83578,2016,40.687539,-73.822068,103-39 121ST STREET,28801,5567,13416,9818
"Christina Home Care Services, Inc./Food Pantry",83578,2017,40.687539,-73.822068,103-39 121ST STREET,0,0,0,0
Salvation Army New York Temple Corp,80720,2002,40.7378131,-73.998662,132 West 14th Street,2946,1277,1669,0
Salvation Army New York Temple Corp,80720,2003,40.7378131,-73.998662,132 West 14th Street,5410,962,4448,0
Salvation Army New York Temple Corp,80720,2004,40.7378131,-73.998662,132 West 14th Street,3351,1292,2059,0
Salvation Army New York Temple Corp,80720,2005,40.7378131,-73.998662,132 West 14th Street,17321,14610,1991,720
Salvation Army New York Temple Corp,80720,2006,40.7378131,-73.998662,132 West 14th Street,14168,1201,12967,0
Salvation Army New York Temple Corp,80720,2007,40.7378131,-73.998662,132 West 14th Street,16210,629,12287,3294
Salvation Army New York Temple Corp,80720,2008,40.7378131,-73.998662,132 West 14th Street,14207,85,8114,6008
Salvation Army New York Temple Corp,80720,2009,40.7378131,-73.998662,132 West 14th Street,1914,529,739,646
Salvation Army New York Temple Corp,80720,2010,40.7378131,-73.998662,132 West 14th Street,2016,447,897,672
Salvation Army New York Temple Corp,80720,2011,40.7378131,-73.998662,132 West 14th Street,2398,449,1065,884
Salvation Army New York Temple Corp,80720,2012,40.7378131,-73.998662,132 West 14th Street,2946,438,1484,1024
Salvation Army New York Temple Corp,80720,2013,40.7378131,-73.998662,132 West 14th Street,3563,760,1529,1274
Salvation Army New York Temple Corp,80720,2014,40.7378131,-73.998662,132 West 14th Street,3354,830,1305,1219
Salvation Army New York Temple Corp,80720,2015,40.7378131,-73.998662,132 West 14th Street,4004,1109,1343,1552
Salvation Army New York Temple Corp,80720,2016,40.7378131,-73.998662,132 West 14th Street,3485,755,1253,1477
Salvation Army New York Temple Corp,80720,2017,40.7378131,-73.998662,132 West 14th Street,2538,543,998,997
Community Association Of Progressive Dominicans,82065,2002,40.8645096,-73.921149,100 Post Avenue,5928,1954,3059,915
Community Association Of Progressive Dominicans,82065,2003,40.8645096,-73.921149,100 Post Avenue,12043,3971,5903,2169
Community Association Of Progressive Dominicans,82065,2004,40.8645096,-73.921149,100 Post Avenue,18401,5555,9180,3666
Community Association Of Progressive Dominicans,82065,2005,40.8645096,-73.921149,100 Post Avenue,13575,4444,6706,2425
Community Association Of Progressive Dominicans,82065,2006,40.8645096,-73.921149,100 Post Avenue,12364,4084,6421,1859
Community Association Of Progressive Dominicans,82065,2007,40.8645096,-73.921149,100 Post Avenue,8532,2842,4304,1386
Community Association Of Progressive Dominicans,82065,2008,40.8645096,-73.921149,100 Post Avenue,6143,1839,2753,1551
Community Association Of Progressive Dominicans,82065,2009,40.8645096,-73.921149,100 Post Avenue,8238,2556,3272,2410
Community Association Of Progressive Dominicans,82065,2010,40.8645096,-73.921149,100 Post Avenue,24185,9472,9689,5024
Community Association Of Progressive Dominicans,82065,2011,40.8645096,-73.921149,100 Post Avenue,23465,8193,9147,6125
Community Association Of Progressive Dominicans,82065,2012,40.8645096,-73.921149,100 Post Avenue,20986,7178,7562,6246
Community Association Of Progressive Dominicans,82065,2015,40.8645096,-73.921149,100 Post Avenue,794,213,415,166
Chance For Children,81748,2002,40.6656539,-73.9584768,11 McKEEVER PLACE - 1ST FLOOR(BASEMENT LEVEL),43474,21897,15390,6187
Chance For Children,81748,2003,40.6656539,-73.9584768,11 McKEEVER PLACE - 1ST FLOOR(BASEMENT LEVEL),43871,21341,15385,7145
Chance For Children,81748,2004,40.6656539,-73.9584768,11 McKEEVER PLACE - 1ST FLOOR(BASEMENT LEVEL),43415,19758,15138,8519
Chance For Children,81748,2005,40.6656539,-73.9584768,11 McKEEVER PLACE - 1ST FLOOR(BASEMENT LEVEL),47082,22146,15591,9345
Chance For Children,81748,2006,40.6656539,-73.9584768,11 McKEEVER PLACE - 1ST FLOOR(BASEMENT LEVEL),55381,25259,19566,10556
Chance For Children,81748,2007,40.6656539,-73.9584768,11 McKEEVER PLACE - 1ST FLOOR(BASEMENT LEVEL),49705,22493,17312,9900
Chance For Children,81748,2008,40.6656539,-73.9584768,11 McKEEVER PLACE - 1ST FLOOR(BASEMENT LEVEL),56870,25672,20431,10767
Chance For Children,81748,2009,40.6656539,-73.9584768,11 McKEEVER PLACE - 1ST FLOOR(BASEMENT LEVEL),61099,28042,22785,10272
Chance For Children,81748,2010,40.6656539,-73.9584768,11 McKEEVER PLACE - 1ST FLOOR(BASEMENT LEVEL),54029,24985,19190,9854
Chance For Children,81748,2011,40.6656539,-73.9584768,11 McKEEVER PLACE - 1ST FLOOR(BASEMENT LEVEL),55846,25155,21339,9352
Chance For Children,81748,2012,40.6656539,-73.9584768,11 McKEEVER PLACE - 1ST FLOOR(BASEMENT LEVEL),50281,23918,18164,8199
Chance For Children,81748,2013,40.6656539,-73.9584768,11 McKEEVER PLACE - 1ST FLOOR(BASEMENT LEVEL),51490,24057,18468,8965
Chance For Children,81748,2014,40.6656539,-73.9584768,11 McKEEVER PLACE - 1ST FLOOR(BASEMENT LEVEL),41900,18561,14825,8514
Chance For Children,81748,2015,40.6656539,-73.9584768,11 McKEEVER PLACE - 1ST FLOOR(BASEMENT LEVEL),44142,19969,15079,9094
Chance For Children,81748,2016,40.6656539,-73.9584768,11 McKEEVER PLACE - 1ST FLOOR(BASEMENT LEVEL),54558,25107,18788,10663
Chance For Children,81748,2017,40.6656539,-73.9584768,11 McKEEVER PLACE - 1ST FLOOR(BASEMENT LEVEL),43855,20120,15114,8621
First Presbyterian Church in Jamaica,81453,2002,40.705898,-73.7963482,89-60 164th Street,1368,297,745,326
First Presbyterian Church in Jamaica,81453,2003,40.705898,-73.7963482,89-60 164th Street,1116,277,633,206
First Presbyterian Church in Jamaica,81453,2004,40.705898,-73.7963482,89-60 164th Street,3859,1634,1808,417
First Presbyterian Church in Jamaica,81453,2005,40.705898,-73.7963482,89-60 164th Street,3309,1186,1707,416
First Presbyterian Church in Jamaica,81453,2006,40.705898,-73.7963482,89-60 164th Street,5861,2909,2523,429
First Presbyterian Church in Jamaica,81453,2007,40.705898,-73.7963482,89-60 164th Street,5014,2061,2462,491
First Presbyterian Church in Jamaica,81453,2008,40.705898,-73.7963482,89-60 164th Street,5194,2238,2491,465
First Presbyterian Church in Jamaica,81453,2009,40.705898,-73.7963482,89-60 164th Street,8409,3212,4418,779
First Presbyterian Church in Jamaica,81453,2010,40.705898,-73.7963482,89-60 164th Street,13304,5301,6701,1302
First Presbyterian Church in Jamaica,81453,2011,40.705898,-73.7963482,89-60 164th Street,16908,6640,7752,2516
First Presbyterian Church in Jamaica,81453,2012,40.705898,-73.7963482,89-60 164th Street,23069,7952,10950,4167
First Presbyterian Church in Jamaica,81453,2013,40.705898,-73.7963482,89-60 164th Street,23004,7668,10774,4562
First Presbyterian Church in Jamaica,81453,2014,40.705898,-73.7963482,89-60 164th Street,17753,5421,8238,4094
First Presbyterian Church in Jamaica,81453,2015,40.705898,-73.7963482,89-60 164th Street,15340,4745,7115,3480
First Presbyterian Church in Jamaica,81453,2016,40.705898,-73.7963482,89-60 164th Street,14602,4645,6762,3195
First Presbyterian Church in Jamaica,81453,2017,40.705898,-73.7963482,89-60 164th Street,11334,3199,5589,2546
Saint Peter's Church/Breakfast Program,81134,2002,40.7585654,-73.9703834,619 Lexington Ave,10298,0,9265,1033
Saint Peter's Church/Breakfast Program,81134,2003,40.7585654,-73.9703834,619 Lexington Ave,10160,0,9210,950
Saint Peter's Church/Breakfast Program,81134,2004,40.7585654,-73.9703834,619 Lexington Ave,10003,0,9038,965
Saint Peter's Church/Breakfast Program,81134,2005,40.7585654,-73.9703834,619 Lexington Ave,9595,0,8782,813
Saint Peter's Church/Breakfast Program,81134,2006,40.7585654,-73.9703834,619 Lexington Ave,10374,0,9514,860
Saint Peter's Church/Breakfast Program,81134,2007,40.7585654,-73.9703834,619 Lexington Ave,12224,0,11366,858
Saint Peter's Church/Breakfast Program,81134,2008,40.7585654,-73.9703834,619 Lexington Ave,12027,0,10499,1528
Saint Peter's Church/Breakfast Program,81134,2009,40.7585654,-73.9703834,619 Lexington Ave,11979,0,10668,1311
Saint Peter's Church/Breakfast Program,81134,2010,40.7585654,-73.9703834,619 Lexington Ave,11718,0,10539,1179
Saint Peter's Church/Breakfast Program,81134,2011,40.7585654,-73.9703834,619 Lexington Ave,13855,0,12304,1551
Saint Peter's Church/Breakfast Program,81134,2012,40.7585654,-73.9703834,619 Lexington Ave,12877,0,10719,2158
Saint Peter's Church/Breakfast Program,81134,2013,40.7585654,-73.9703834,619 Lexington Ave,12383,1,10921,1461
Saint Peter's Church/Breakfast Program,81134,2014,40.7585654,-73.9703834,619 Lexington Ave,12930,0,11720,1210
Saint Peter's Church/Breakfast Program,81134,2015,40.7585654,-73.9703834,619 Lexington Ave,10733,0,9278,1455
Saint Peter's Church/Breakfast Program,81134,2016,40.7585654,-73.9703834,619 Lexington Ave,5121,0,4762,359
Saint Peter's Church/Breakfast Program,81134,2017,40.7585654,-73.9703834,619 Lexington Ave,1206,0,1074,132
"East 233rd St. Senior Center, Inc.",83900,2002,40.8927856,-73.8561266,732 East 233rd Street,3494,0,0,3494
"East 233rd St. Senior Center, Inc.",83900,2003,40.8927856,-73.8561266,732 East 233rd Street,2373,8,192,2173
"East 233rd St. Senior Center, Inc.",83900,2004,40.8927856,-73.8561266,732 East 233rd Street,1520,135,630,755
"East 233rd St. Senior Center, Inc.",83900,2005,40.8927856,-73.8561266,732 East 233rd Street,3816,991,1431,1394
"East 233rd St. Senior Center, Inc.",83900,2006,40.8927856,-73.8561266,732 East 233rd Street,5063,287,2376,2400
"East 233rd St. Senior Center, Inc.",83900,2007,40.8927856,-73.8561266,732 East 233rd Street,5890,577,3083,2230
"East 233rd St. Senior Center, Inc.",83900,2008,40.8927856,-73.8561266,732 East 233rd Street,9189,446,3608,5135
"East 233rd St. Senior Center, Inc.",83900,2009,40.8927856,-73.8561266,732 East 233rd Street,7514,1006,3836,2672
"East 233rd St. Senior Center, Inc.",83900,2010,40.8927856,-73.8561266,732 East 233rd Street,6601,224,3838,2539
"East 233rd St. Senior Center, Inc.",83900,2011,40.8927856,-73.8561266,732 East 233rd Street,7080,269,4577,2234
"East 233rd St. Senior Center, Inc.",83900,2012,40.8927856,-73.8561266,732 East 233rd Street,8537,285,4834,3418
"East 233rd St. Senior Center, Inc.",83900,2013,40.8927856,-73.8561266,732 East 233rd Street,6821,122,4293,2406
"East 233rd St. Senior Center, Inc.",83900,2014,40.8927856,-73.8561266,732 East 233rd Street,11264,616,7083,3565
"East 233rd St. Senior Center, Inc.",83900,2015,40.8927856,-73.8561266,732 East 233rd Street,11066,822,6474,3770
"East 233rd St. Senior Center, Inc.",83900,2016,40.8927856,-73.8561266,732 East 233rd Street,9186,661,5811,2714
"East 233rd St. Senior Center, Inc.",83900,2017,40.8927856,-73.8561266,732 East 233rd Street,6085,247,3951,1887
God's Love We Deliver,81458,2002,40.7256651,-74.0036362,166 Avenue Of The Americas,470611,62143,387417,21051
God's Love We Deliver,81458,2003,40.7256651,-74.0036362,166 Avenue Of The Americas,580337,79194,439638,61505
